uID,link, desig, details, org, loc, exp, keyskills, descl, salary 
420,https://www.naukri.com/job-listings-CAN-3-to-8-Yrs-bangalore-Location-MNC-Client-Neo-Rays-Software-Solutions-Pvt-Ltd-Bengaluru-3-to-8-years-220517007684?src=jobsearchDesk&sid=14957739605008&xp=20,CAN_ 3 to 8 Yrs_bangalore Location_ MNC Client,CAN_ 3 to 8 Yrs_bangalore Location_ MNC Client,Neo Rays Software Solutions Pvt Ltd,Bengaluru,3-8 yrs,can embedded, We have an opening with our client for CAN_ 3 to 8 yrs_ Bangalore LOCATION_ MNC Client ...,Not disclosed
421,https://www.naukri.com/job-listings-IT-Engineer-Qualcomm-india-pvt-ltd-Hyderabad-7-to-10-years-250417503754?src=jobsearchDesk&sid=14957739605008&xp=21,IT Engineer,IT Engineer,Qualcomm india pvt ltd.,Hyderabad,7-10 yrs,IT Manager Oracle Unix Linux Perl Solaris Shell scripting Python...,,Not disclosed
422,https://www.naukri.com/job-listings-IT-Officer-Noida-Netbrains-Consulting-Solutions-Pvt-Ltd-Noida-3-to-8-years-040417600055?src=jobsearchDesk&sid=14957739605008&xp=22,IT Officer - Noida,IT Officer - Noida,Netbrains Consulting  Solutions Pvt. Ltd.,Noida,3-8 yrs,Troubleshooting Networking Maintenance IT - Hardware & Networking IT...,,225000 - 350000 P.A.
423,https://www.naukri.com/job-listings-IT-Infrastructure-Analyst-Just-Energy-Bengaluru-3-to-8-years-010317500081?src=jobsearchDesk&sid=14957739605008&xp=23,IT Infrastructure Analyst,IT Infrastructure Analyst,Just Energy,Bengaluru,3-8 yrs,IT Infrastructure Analyst Windows Active Directory...,,Not disclosed
424,https://www.naukri.com/job-listings-System-Engineering-3-Yrs-bangalore-Location-MNC-Client-Neo-Rays-Software-Solutions-Pvt-Ltd-Bengaluru-3-to-5-years-200517001448?src=jobsearchDesk&sid=14957739605008&xp=24,System Engineering  3 + Yrs_bangalore Location_ MNC Client,System Engineering  3 + Yrs_bangalore Location_ MNC Client,Neo Rays Software Solutions Pvt Ltd,Bengaluru,3-5 yrs,System testing windows linux active directory, We have an opening with our client for System Engineering      _ 3 + yrs_ Bangalore LOCATION_ MNC ...,Not disclosed
425,https://www.naukri.com/job-listings-IT-Manager-Marol-Andheri-Indiana-Gratings-Pvt-Ltd-Mumbai-8-to-13-years-020517000838?src=jobsearchDesk&sid=14957739605008&xp=25,IT Manager - Marol Andheri,IT Manager - Marol Andheri,Indiana Gratings Pvt Ltd,Mumbai,8-13 yrs,System Administration Networking Data Center IT mananger...,Dear Applicant  We are looking out for person as IT Manager for our organization located at ...,Not disclosed
426,https://www.naukri.com/job-listings-Autosar-3-to-10-yrs-Hyderabad-MNC-Client-Neo-Rays-Software-Solutions-Pvt-Ltd-Hyderabad-3-to-8-years-170517002878?src=jobsearchDesk&sid=14957739605008&xp=26,Autosar _ 3 to 10 yrs_ Hyderabad_ MNC Client,Autosar _ 3 to 10 yrs_ Hyderabad_ MNC Client,Neo Rays Software Solutions Pvt Ltd,Hyderabad,3-8 yrs,AUTOSAR, We have an opening with our client for AUTOSAR _ 3 to 10 yrs_ HYDERABAD_ MNC Client ...,Not disclosed
427,https://www.naukri.com/job-listings-F2F-Interview-Service-desk-Analyst-networking-with-Dimension-Data-Dimension-Data-India-Pvt-Ltd-Bengaluru-4-to-9-years-080517007639?src=jobsearchDesk&sid=14957739605008&xp=27,F2F Interview: Service desk Analyst(networking) with Dimension Data,F2F Interview: Service desk Analyst(networking) with Dimension Data,Dimension Data India Pvt Ltd.,Bengaluru,4-9 yrs,Networking Network Troubleshooting Service Desk CCNA..., We have an opening for Service Desk or Helpdesk (CCNA- Networking) requirement with Dimension Data. ...,Not disclosed
428,https://www.naukri.com/job-listings-Sr-Manager-Manager-Information-Security-Audits-Inventurus-Knowledge-Solutions-Private-Limited-Mumbai-6-to-8-years-040317000011?src=jobsearchDesk&sid=14957739605008&xp=28,Sr. Manager / Manager - Information Security Audits,Sr. Manager / Manager - Information Security Audits,Inventurus Knowledge Solutions Private Limited,Mumbai,6-8 yrs,IT Budgeting Team Management Infrastructure Security Security Compliance..., Position Title:  Sr. Manager / Manager  Information Security Audits  Reporting to: ...,Not disclosed
429,https://www.naukri.com/job-listings-IT-Engineer-Windows-Desktop-and-SCCM-Qualcomm-india-pvt-ltd-Hyderabad-5-to-8-years-250517500020?src=jobsearchDesk&sid=14957739605008&xp=29,IT Engineer (Windows Desktop and SCCM),IT Engineer (Windows Desktop and SCCM),Qualcomm india pvt ltd.,Hyderabad,5-8 yrs,Information technology Windows SCM Configuration management Coding...,,Not disclosed
430,https://www.naukri.com/job-listings-Storage-Admin-DXC-Technology-Bengaluru-6-to-11-years-240517901627?src=jobsearchDesk&sid=14957739605008&xp=30,Storage Admin,Storage Admin,DXC Technology,Bengaluru,6-11 yrs,EMC VMAX Storage Admin,DXC Technology (NYSE: DXC) is the world's leading independent  end-to-end IT services company  helping ...,Not disclosed
431,https://www.naukri.com/job-listings-DR-Non-Voice-Lead-System-Administration-Mphasis-Limited-Pune-4-to-8-years-240517900018?src=jobsearchDesk&sid=14957739605008&xp=31,DR Non Voice- Lead System Administration,DR Non Voice- Lead System Administration,Mphasis Limited,Pune,4-8 yrs,System Administration Networking Windows Administration Server Support...,Essential Job Functions for a Lead Systems Administration:       Participates in establishing ...,Not disclosed
432,https://www.naukri.com/job-listings-Head-Technology-Projects-3D-India-Staffing-Research-Consulting-Bengaluru-4-to-7-years-110517001082?src=jobsearchDesk&sid=14957739605008&xp=32,Head - Technology Projects,Head - Technology Projects,3D India Staffing Research & Consulting,Bengaluru,4-7 yrs,IT project IT governance IT infrastructure IT Infrastructure Management...,One of the best Diabetes Hospital across India   Required Skills:   IT Infrastructure ...,Not disclosed
433,https://www.naukri.com/job-listings-Senior-Associate-Enterprise-Networks-Ernst-Young-Kochi-4-to-7-years-141216900683?src=jobsearchDesk&sid=14957739605008&xp=33,Senior Associate - Enterprise Networks,Senior Associate - Enterprise Networks,Ernst Young,Kochi,4-7 yrs,networking ip technical support lan server ccna troubleshooting dns...,Job Summary:       The Data Network Technician Senior Associate in Network provides an advanced ...,Not disclosed
434,https://www.naukri.com/job-listings-Principal-Network-Administrator-Solugenix-India-Private-Limited-Hyderabad-7-to-12-years-050417008853?src=jobsearchDesk&sid=14957739605008&xp=34,Principal Network Administrator,Principal Network Administrator,Solugenix India Private Limited,Hyderabad,7-12 yrs,Switch Configuration routers switches firewalls Cisco Cyberoam UTM...,"Position Title	Principal Network Administrator Work Timings	16:30 to 1:30 IST Years of ...",Not disclosed
435,https://www.naukri.com/job-listings-Network-Security-Specialist-6-to-8-yrs-Bangalore-Neo-Rays-Software-Solutions-Pvt-Ltd-Bengaluru-6-to-8-years-030517006570?src=jobsearchDesk&sid=14957739605008&xp=35,Network Security Specialist - 6 to 8 yrs - Bangalore,Network Security Specialist - 6 to 8 yrs - Bangalore,Neo Rays Software Solutions Pvt Ltd,Bengaluru,6-8 yrs,IT Networking Checkpoint Bluecoat F5 Juniper Network Security Proxy..., We have an immediate opening with our client for Network Security Specialist with 6 - 8 yrs ...,Not disclosed
436,https://www.naukri.com/job-listings-Software-Engineer-Software-Developer-Trigent-Infotech-Pvt-Ltd-Noida-Sector-11-Noida-3-to-5-years-020517002922?src=jobsearchDesk&sid=14957739605008&xp=36,Software Engineer/ Software Developer,Software Engineer/ Software Developer,Trigent Infotech Pvt. Ltd.,Noida(Sector-11 Noida),3-5 yrs,Javascript CSS JQuery HTML ASP.Net .NET Framework MS SQL Server C#...,Greetings from Trigent Infotech Pvt. Ltd.  We are looking for Software Engineer/ Software ...,Not disclosed
437,https://www.naukri.com/job-listings-Require-Service-Desk-for-International-BPO-hyderabad-Selectivite-Consultants-Hyderabad-2-to-7-years-250417007469?src=jobsearchDesk&sid=14957739605008&xp=37,Require Service Desk for International BPO -(hyderabad).,Require Service Desk for International BPO -(hyderabad).,Selectivite Consultants,Hyderabad,2-7 yrs,International BPO Technical Process Service Desk it service desk...,,150000 - 400000 P.A.
438,https://www.naukri.com/job-listings-Network-Engineer-I-Syniverse-Technologies-Services-India-Pvt-Ltd-Bengaluru-Hyderabad-4-to-6-years-190517900779?src=jobsearchDesk&sid=14957739605008&xp=38,Network Engineer I,Network Engineer I,Syniverse Technologies Services India Pvt. Ltd.,Bengaluru Hyderabad,4-6 yrs,LAN Networking WAN Switching Network Engineering Hardware Juniper...,General Summary:  Having significant industry experience of typically 3-7 years this position ...,Not disclosed
439,https://www.naukri.com/job-listings-UNIX-Plsql-with-FIS-Mumbai-FIS-Global-Business-Solutions-India-Pvt-Ltd-Mumbai-Powai-2-to-4-years-160517007122?src=jobsearchDesk&sid=14957739605008&xp=39,UNIX Plsql with FIS Mumbai,UNIX Plsql with FIS Mumbai,FIS Global Business Solutions India Pvt. Ltd.,Mumbai(Powai),2-4 yrs,SQL Shell Scripting Unix Linux Websphere PLSQL Web Services,,300000 - 550000 P.A.
440,https://www.naukri.com/job-listings-Software-Engineer-Devops-ViaSat-India-Private-Limited-Chennai-4-to-9-years-110517900276?src=jobsearchDesk&sid=14957739605008&xp=40,Software Engineer - Devops,Software Engineer - Devops,ViaSat India Private Limited,Chennai,4-9 yrs,Software Engineer DevOps design architecture Linux installation...,ViaSat has developed and deployed the next generation of high capacity broadband satellites representing ...,Not disclosed
441,https://www.naukri.com/job-listings-Specialist-HCL-Technologies-Mumbai-3-to-5-years-080317900730?src=jobsearchDesk&sid=14957739605008&xp=41,Specialist,Specialist,HCL Technologies,Mumbai,3-5 yrs,Infrastructure Management Services IMS - Networks - Data - Others,,Not disclosed
442,https://www.naukri.com/job-listings-Engineer-HCL-Technologies-Hyderabad-3-to-5-years-080317900701?src=jobsearchDesk&sid=14957739605008&xp=42,Engineer,Engineer,HCL Technologies,Hyderabad,3-5 yrs,Infrastructure Management Services IMS - Networks - Data - Others,,Not disclosed
443,https://www.naukri.com/job-listings-Computer-Networking-Executive-T-A-Solutions-Ludhiana-0-to-1-years-170517501251?src=jobsearchDesk&sid=14957739605008&xp=43,Computer Networking Executive,Computer Networking Executive,T & A Solutions,Ludhiana,0-1 yrs,Network Executive Information technology Computer hardware...,,Not disclosed
444,https://www.naukri.com/job-listings-Sr-Network-Engineer-Thermo-Fisher-Scientific-India-Pvt-Ltd-Bengaluru-4-to-8-years-160517500548?src=jobsearchDesk&sid=14957739605008&xp=44,Sr. Network Engineer,Sr. Network Engineer,Thermo Fisher Scientific India Pvt Ltd,Bengaluru,4-8 yrs,Customer service Wireless VPN Analytical Cisco Information technology...,,Not disclosed
445,https://www.naukri.com/job-listings-Technical-Specialist-IT-Infra-ISG-NovaSoft-Technologies-Limited-Bengaluru-9-to-14-years-180517005457?src=jobsearchDesk&sid=14957739605008&xp=45,Technical Specialist - IT & Infra,Technical Specialist - IT & Infra,ISG NovaSoft Technologies Limited,Bengaluru,9-14 yrs,MCSE Active Directory Windows Server citrix windows admin vmware,Hi    Greetings from ISGN Corporation! A leading SAAS technology Product company ...,1000000 - 1500000 P.A.
446,https://www.naukri.com/job-listings-Citrix-Admin-10-to-15-Yrs-bangalore-Hyderabad-MNC-Client-Neo-Rays-Software-Solutions-Pvt-Ltd-Bengaluru-Hyderabad-10-to-15-years-180517000396?src=jobsearchDesk&sid=14957739605008&xp=46,Citrix Admin_ 10 to 15 Yrs_bangalore / Hyderabad _ MNC Client,Citrix Admin_ 10 to 15 Yrs_bangalore / Hyderabad _ MNC Client,Neo Rays Software Solutions Pvt Ltd,Bengaluru Hyderabad,10-15 yrs,Maximo, We have an immediate opening with our client for CITRIX ADMIN_ 10 to 15 yrs_Bangalore / Hyderabad ...,Not disclosed
447,https://www.naukri.com/job-listings-IT-Application-Mangement-Hyderabad-Dell-International-Services-India-Private-Limited-Hyderabad-0-to-0-years-100517007151?src=jobsearchDesk&sid=14957739605008&xp=47,IT Application Mangement - Hyderabad,IT Application Mangement - Hyderabad,Dell International Services India  Private Limited,Hyderabad,0-0 yrs,windows server,0 to 2+ years of application packaging experience Good understanding of Windows Desktop Operating ...,Not disclosed
448,https://www.naukri.com/job-listings-Senior-Manager-Information-Security-Fidelity-Business-Service-India-Private-Limited-Bengaluru-13-to-15-years-300317901285?src=jobsearchDesk&sid=14957739605008&xp=48,Senior Manager - Information Security,Senior Manager - Information Security,Fidelity Business Service India Private Limited,Bengaluru,13-15 yrs,ITSM Disaster Recovery Team Management Problem Management...,Role Description: This role will support the Platform Security Operation ...,Not disclosed
449,https://www.naukri.com/job-listings-Ccna-network-Engineer-for-Multiple-Locations-Crystal-Solutions-Limited-Agra-Noida-Dehradun-3-to-5-years-230517003232?src=jobsearchDesk&sid=14957739605008&xp=49,Ccna-network Engineer for Multiple Locations,Ccna-network Engineer for Multiple Locations,Crystal Solutions Limited,Agra Noida Dehradun,3-5 yrs,CCNA CCNP Networking Network Engineering Network Configuration L1...,Hello  We are a leading IT Recruitment company in India.  We have an urgent opening for ...,Not disclosed
450,https://www.naukri.com/job-listings-Engineer-Technical-Support-GMO-GlobalSign-Certificate-Services-Pvt-Ltd-Delhi-NCR-2-to-5-years-190517005465?src=jobsearchDesk&sid=14957739605008&xp=50,Engineer Technical Support,Engineer Technical Support,GMO GlobalSign Certificate Services Pvt. Ltd.,Delhi NCR,2-5 yrs,tech support customer support technical support tier 1 SLA..., Technical Support Representative Job Description  Tier 1 - External  JOB IDENTIFICATION ...,Not disclosed
451,https://www.naukri.com/job-listings-ITSM-Lead-Resource-Integration-Solutions-Enterprise-Pvt-Ltd-Hyderabad-Visakhapatnam-5-to-8-years-150517006559?src=jobsearchDesk&sid=14957739623080&xp=1,ITSM Lead,ITSM Lead,Resource Integration Solutions Enterprise Pvt Ltd,Hyderabad Visakhapatnam,5-8 yrs,ITSM XML HTML JavaScript Web Services," 	Proven consulting experience as a key technical resource leading the development and delivery of ...",Not disclosed
452,https://www.naukri.com/job-listings-Information-Security-Analyst-IRIS-SOFTWARE-PVT-LTD-Noida-2-to-4-years-130417008498?src=jobsearchDesk&sid=14957739623080&xp=2,Information Security Analyst,Information Security Analyst,IRIS SOFTWARE PVT LTD,Noida,2-4 yrs,information security ISMS information security management system...,Position: Analyst-Information Security Location: Noida  Experience: 2-3 years ...,Not disclosed
453,https://www.naukri.com/job-listings-Mac-OS-Testing-4-TO-6-yrs-Bangalore-Neo-Rays-Software-Solutions-Pvt-Ltd-Bengaluru-4-to-6-years-270417003324?src=jobsearchDesk&sid=14957739623080&xp=3,Mac OS Testing_ 4 TO 6 yrs - Bangalore,Mac OS Testing_ 4 TO 6 yrs - Bangalore,Neo Rays Software Solutions Pvt Ltd,Bengaluru,4-6 yrs,MAC OS MAC OS Testing objective c testing mac os manual testing, We have an immediate opening with our client for MAC OS Testing BANGALORE - 4 to 6 yrs ...,Not disclosed
454,https://www.naukri.com/job-listings-SIEM-SOC-2-7-Years-Bangalore-Capgemini-Bengaluru-3-to-8-years-040517901129?src=jobsearchDesk&sid=14957739623080&xp=4,SIEM SOC - 2-7 Years - Bangalore,SIEM SOC - 2-7 Years - Bangalore,Capgemini,Bengaluru,3-8 yrs,Consulting ,,Not disclosed
455,https://www.naukri.com/job-listings-Urgent-Opening-for-the-Postion-of-Information-Security-Engineer-hydera-C3i-Support-Services-Private-Limited-Hyderabad-4-to-7-years-020517007615?src=jobsearchDesk&sid=14957739623080&xp=5,Urgent Opening for the Postion of Information Security Engineer-hydera,Urgent Opening for the Postion of Information Security Engineer-hydera,C3i Support Services Private Limited,Hyderabad,4-7 yrs,Networking Ceh SIEM Information Security Firewall Intrusion Detection...,Job Title:  Information Security Engineer Location: Hyderabad  Duties and Responsibilities: ...,500000 - 800000 P.A.
456,https://www.naukri.com/job-listings-Technical-Analyst-1-support-Oracle-India-Pvt-Ltd-Bengaluru-4-to-6-years-010517900171?src=jobsearchDesk&sid=14957739623080&xp=6,Technical Analyst 1-support,Technical Analyst 1-support,Oracle India Pvt. Ltd.,Bengaluru,4-6 yrs,System Administration Terminal Services Remote Access MCSE...,,Not disclosed
457,https://www.naukri.com/job-listings-Desktop-Support-Engineer-Keystone-Automotive-Operations-India-Pvt-Ltd-Bengaluru-3-to-4-years-230517008470?src=jobsearchDesk&sid=14957739623080&xp=7,Desktop Support Engineer,Desktop Support Engineer,Keystone Automotive Operations India Pvt. Ltd.,Bengaluru,3-4 yrs,Networking Peripherals Remote Access Windows Computer Hardware..., Job Summary:  The Desktop Support Engineer role is to provide a single point of contact for end ...,Not disclosed
